"endpoint","domain","source_test","data_type","endpoint_type","comparison","dataset_a","dataset_b","treatment","exposure","statistic","estimate","ci_low","ci_high","bootstrap_R_requested","bootstrap_R_valid"
"latency","LDT decision latency","LDT","continuous or censored","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","cliffs_delta",0.3125,-0.00446428571428571,0.611830357142856,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","mean_difference_b_minus_a",65.2678571428572,-6.92075892857142,151.302008928571,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","median_difference_b_minus_a",-24.5,-42.5,185,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","hedges_g",0.585437839095029,-0.136981678902459,1.16975495293531,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","cliffs_delta",-0.236607142857143,-0.656361607142857,0.223214285714286,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","mean_difference_b_minus_a",-47.525,-102.280625,5.33885416666664,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","median_difference_b_minus_a",-34,-92,-11.9750000000001,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","hedges_g",-0.580077782594683,-1.64200228966234,0.106453704036691,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","cliffs_delta",-0.629166666666667,-0.908333333333333,-0.287395833333334,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","mean_difference_b_minus_a",-3.1875,-47.759375,56.56875,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","median_difference_b_minus_a",-32,-45.5,6.5,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","hedges_g",-0.0410179035503832,-1.14051206985817,0.498360527196142,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","cliffs_delta",-0.3125,-0.6640625,0.0938476562499995,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","mean_difference_b_minus_a",2.25,-103.5015625,104.890625,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","median_difference_b_minus_a",-32.5,-57.5,68.0374999999998,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","hedges_g",0.0139250135661298,-0.720641509332722,0.672538316861224,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","cliffs_delta",-0.29296875,-0.68759765625,0.13671875,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","mean_difference_b_minus_a",-57.1333333333333,-122.266666666667,-11.5983333333333,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","median_difference_b_minus_a",-13,-72,11,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","hedges_g",-0.680083158208376,-1.20821683650511,-0.421849614342788,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","cliffs_delta",-0.444444444444444,-0.76,-0.0532222222222228,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","mean_difference_b_minus_a",-14.6875,-27.3765625,-1.18437500000002,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","median_difference_b_minus_a",-10,-25.5125,2.5,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","hedges_g",-0.719833260207245,-1.41665051981527,-0.0884376723077089,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","cliffs_delta",-0.37109375,-0.7265625,0.03125,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","mean_difference_b_minus_a",-107.25,-199.64375,-12.496875,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","median_difference_b_minus_a",-143,-275.5,-28,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","hedges_g",-0.753169107933794,-1.8884504337665,-0.101410483039378,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","cliffs_delta",-0.63671875,-0.93359375,-0.273339843750001,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","mean_difference_b_minus_a",-94.297619047619,-187.520535714286,-10.6904761904763,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","median_difference_b_minus_a",-45,-268,25.5,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","hedges_g",-0.83813475035965,-1.64457960018877,-0.175146048372799,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","cliffs_delta",-0.244047619047619,-0.702529761904762,0.25,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","mean_difference_b_minus_a",11.5357142857143,-56.7107142857143,61.975,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","median_difference_b_minus_a",17.5,-3.025,49,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","hedges_g",0.129931256000459,-0.417803592809412,1.31657900232902,2000,2000
"mov_total","NTT locomotion","NTT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","cliffs_delta",0.348214285714286,-0.0670758928571428,0.705357142857143,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","mean_difference_b_minus_a",38.1122854475394,-1.9804630680595,104.000572020599,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","median_difference_b_minus_a",3.17272727272727,0.282399064171123,20.2901267577738,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","hedges_g",0.424440500815496,-0.0790406199566619,0.898492749645525,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","1h","cliffs_delta",0.513392857142857,0.138392857142857,0.839285714285714,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","mean_difference_b_minus_a",85.6182868511555,4.79468143578354,176.84863856386,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","median_difference_b_minus_a",5.52363636363637,0.786042692939245,16.4444444444444,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","hedges_g",0.63500770668842,0.247243137941575,1.05179679869413,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","24h","cliffs_delta",0.558333333333333,0.191666666666667,0.875,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","mean_difference_b_minus_a",5.97858438284805,-20.3485332507897,41.1626722635682,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","median_difference_b_minus_a",1.02838744588745,-5.11448506576544,5.47178947368421,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","hedges_g",0.128662142463619,-0.681673646934093,0.633738659845395,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0","96h","cliffs_delta",0.046875,-0.3517578125,0.453125,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","mean_difference_b_minus_a",33.2874709928933,-15.687742642375,102.386099176319,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","median_difference_b_minus_a",2.2114705882353,-0.284508597883593,7.17435897435897,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","hedges_g",0.359304317087419,-0.373556488717759,0.806313146561487,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","1h","cliffs_delta",0.328125,-0.07431640625,0.707128906249999,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","mean_difference_b_minus_a",74.1381387858926,0.210501483586514,162.914467882022,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","median_difference_b_minus_a",29.9909090909091,-1.50625,85.4285714285714,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","hedges_g",0.606994164017859,0.0190479585425976,1.09689956197209,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","24h","cliffs_delta",0.288888888888889,-0.146666666666667,0.697777777777778,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","mean_difference_b_minus_a",22.1075543829457,-59.8483806592949,98.8780771228695,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","median_difference_b_minus_a",4.69466187611409,-5.93231483623161,34.4427272727273,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","hedges_g",0.186966680462637,-0.456120376681799,0.927347623985926,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","0.5","96h","cliffs_delta",0.0546875,-0.3828125,0.4765625,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","mean_difference_b_minus_a",34.147489007785,-8.46163363242217,101.069499049161,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","median_difference_b_minus_a",2.06992255056772,-3.26884387717351,14.7520928026783,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","hedges_g",0.388347507268356,-0.382938613519916,0.758566932005061,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","1h","cliffs_delta",0.21875,-0.19541015625,0.609375,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","mean_difference_b_minus_a",3.28541508502504,-33.2664079731331,35.1368410790934,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","median_difference_b_minus_a",1.87634952766531,-2.74436339522546,19.7605311355311,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","hedges_g",0.0651536098872729,-0.506789149092382,1.06069381220206,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","24h","cliffs_delta",0.142857142857143,-0.30952380952381,0.595238095238095,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","mean_difference_b_minus_a",37.1976905314103,-118.116741656322,183.212355646095,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","median_difference_b_minus_a",11.8833333333333,-235.969508928571,451.285714285714,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","hedges_g",0.169572334429343,-0.571421519410654,0.973015157262661,2000,2000
"mtpc","LDT transition behavior","LDT","continuous derived","continuous_or_derived","BT1_vs_BT2","BT1","BT2","1","96h","cliffs_delta",0.2,-0.228571428571429,0.614285714285714,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","1h","mean_difference_b_minus_a",-9.13392857142857,-20.4569196428571,2.51205357142855,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","1h","median_difference_b_minus_a",-12,-24.5,6.5,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","1h","hedges_g",-0.55671032233399,-1.33171621796272,0.109175475547535,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","1h","cliffs_delta",-0.316964285714286,-0.705357142857143,0.0982142857142857,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","24h","mean_difference_b_minus_a",-3.80833333333333,-11.2,3.58406249999999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","24h","median_difference_b_minus_a",-3.5,-16,6,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","24h","hedges_g",-0.354266839494248,-1.13478114643795,0.327934103093095,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","24h","cliffs_delta",-0.204166666666667,-0.6125,0.204270833333333,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","96h","mean_difference_b_minus_a",7.1875,-0.1890625,15.125,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","96h","median_difference_b_minus_a",3.5,-4,18,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","96h","hedges_g",0.612635709395521,-0.0230676565480532,1.30336945105074,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0","96h","cliffs_delta",0.3203125,-0.08984375,0.668066406249999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","1h","mean_difference_b_minus_a",1.0625,-12.5015625,14,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","1h","median_difference_b_minus_a",0,-15.5,22.0124999999999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","1h","hedges_g",0.0541082476069592,-0.642738495883204,0.788804628640321,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","1h","cliffs_delta",0.0390625,-0.36328125,0.4453125,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","24h","mean_difference_b_minus_a",-14.4666666666667,-22.0016666666667,-6.33333333333333,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","24h","median_difference_b_minus_a",-24,-29,-2,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","24h","hedges_g",-1.20141829458552,-2.41071817752872,-0.491284426155225,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","24h","cliffs_delta",-0.546666666666667,-0.866666666666667,-0.146666666666667,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","96h","mean_difference_b_minus_a",-3.6875,-13.8140625,6.50156249999999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","96h","median_difference_b_minus_a",-9,-22.5,10,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","96h","hedges_g",-0.236487229186893,-0.987541448368174,0.447451355245344,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","0.5","96h","cliffs_delta",-0.14453125,-0.55078125,0.273535156249999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","1h","mean_difference_b_minus_a",5.4375,-14.8765625,26.1890625,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","1h","median_difference_b_minus_a",10.5,-16.0125,24.5,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","1h","hedges_g",0.176511800204605,-0.520451095962103,0.843550358872492,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","1h","cliffs_delta",0.0546875,-0.3359375,0.449316406249999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","24h","mean_difference_b_minus_a",1.86904761904762,-10.9080357142857,15.3110119047619,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","24h","median_difference_b_minus_a",-4,-17.5,19,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","24h","hedges_g",0.106987932591787,-0.811900695394572,0.893502020149033,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","24h","cliffs_delta",-0.0654761904761905,-0.541666666666667,0.440624999999999,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","96h","mean_difference_b_minus_a",-2.5047619047619,-10.0389285714286,5.49595238095238,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","96h","median_difference_b_minus_a",-2,-16,7.5,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","96h","hedges_g",-0.215111027040634,-0.976293457982831,0.487319918424473,2000,2000
"num_changes","LDT transition behavior","LDT","count","count_or_discrete","BT1_vs_BT2","BT1","BT2","1","96h","cliffs_delta",-0.152380952380952,-0.557261904761905,0.266666666666667,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","1h","mean_difference_b_minus_a",-13.2397321428571,-23.6098623511905,-2.64712797619047,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","1h","median_difference_b_minus_a",-16.6666666666667,-26.7333333333333,-1.4185416666667,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","1h","hedges_g",-0.869581397624405,-1.84831671824914,-0.182698487555096,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","1h","cliffs_delta",-0.464285714285714,-0.821428571428571,-0.0446428571428571,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","24h","mean_difference_b_minus_a",-16.58,-29.68125,-2.43302777777778,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","24h","median_difference_b_minus_a",-21.3833333333333,-36.7575,-8.5666666666667,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","24h","hedges_g",-0.832195806890558,-2.05122980614124,-0.169013123735732,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","24h","cliffs_delta",-0.511111111111111,-0.875555555555556,-0.137777777777778,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","96h","mean_difference_b_minus_a",-6.13958333333334,-17.436953125,4.68541666666665,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","96h","median_difference_b_minus_a",-9.3333333333333,-23.9139583333333,13.4235416666666,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","96h","hedges_g",-0.36759486600558,-1.13286895392512,0.320813093049441,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0","96h","cliffs_delta",-0.1953125,-0.5861328125,0.234375,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","1h","mean_difference_b_minus_a",-16.81875,-24.262578125,-8.66848958333334,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","1h","median_difference_b_minus_a",-17.525,-28.7083333333333,-9.94958333333334,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","1h","hedges_g",-1.3780414967345,-2.55140086212394,-0.656110882655922,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","1h","cliffs_delta",-0.6875,-0.921875,-0.3828125,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","24h","mean_difference_b_minus_a",-19.8323015873016,-27.7139027777778,-10.9227162698413,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","24h","median_difference_b_minus_a",-25.65,-27.6,-15.6416666666667,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","24h","hedges_g",-1.68496032067037,-4.08549719932979,-0.842664328530972,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","24h","cliffs_delta",-0.752380952380952,-1,-0.380952380952381,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","96h","mean_difference_b_minus_a",-14.8197916666667,-22.576171875,-6.53703125,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","96h","median_difference_b_minus_a",-24.0333333333333,-31.0585416666667,-0.943750000000034,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","96h","hedges_g",-1.15769509599937,-2.32029610876989,-0.471161049474171,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","0.5","96h","cliffs_delta",-0.57421875,-0.87900390625,-0.21484375,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","1h","mean_difference_b_minus_a",-18.9792361111111,-26.6391753472222,-10.5943350694444,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","1h","median_difference_b_minus_a",-27.7166666666667,-33.3179166666666,-6.3333333333333,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","1h","hedges_g",-1.52932662955372,-2.96232889599424,-0.840276054456714,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","1h","cliffs_delta",-0.666666666666667,-0.925,-0.341666666666667,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","24h","mean_difference_b_minus_a",-4.71428571428571,-13.1235863095238,2.92621527777778,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","24h","median_difference_b_minus_a",0.799999999999999,-19.8945833333334,10.0758333333333,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","24h","hedges_g",-0.383737652347848,-1.04409720390564,0.36082045451473,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","24h","cliffs_delta",-0.0952380952380952,-0.535714285714286,0.357440476190475,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","96h","mean_difference_b_minus_a",-5.59587301587302,-11.1220892857143,-0.651073412698428,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","96h","median_difference_b_minus_a",-2.86666666666667,-10.00125,4.91666666666663,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","96h","hedges_g",-0.720852102330708,-1.3797135237891,-0.0771645086790896,2000,2000
"resistance_index","endurance","RN","continuous derived","continuous_or_derived","BT1_vs_BT3","BT1","BT3","1","96h","cliffs_delta",-0.352380952380952,-0.714285714285714,0.0857142857142857,2000,2000
"stratum_pref","NTT spatial position","NTT","bounded/proportion-like","bounded_continuous_or_proportion","BT1_vs_BT2","BT1","BT2","0","1h","mean_difference_b_minus_a",13.2869914919294,1.62087628512997,25.1286110319282,2000,2000
"stratum_pref","NTT spatial position","NTT","bounded/proportion-like","bounded_continuous_or_proportion","BT1_vs_BT2","BT1","BT2","0","1h","median_difference_b_minus_a",13.0195350643693,-2.99284101155042,32.0539015464526,2000,2000
