decision,min_complete_rows,fixed_eligible_variables,conditional_eligible_variables,final_variables,final_n_variables,final_complete_rows,note
complete_case_single_full_battery_pca_no_imputation,30,"dist_total, mov_total, vel_mean, stratum_pref, time_bright, first_choice_binary, latency, mtpc, num_changes, resistance_index, attempts","blood_sugar, condition_factor","dist_total, mov_total, vel_mean, stratum_pref, time_bright, first_choice_binary, latency, mtpc, num_changes, resistance_index, attempts, blood_sugar, condition_factor",13,110,One PCA is run. Conditional supportive variables are included only when retained sample size remains acceptable.
