fish_id,battery_suite,group,date,start_time,treatment,exposure,latency,first_choice,num_changes,time_bright,mtpc,mov_bottom,mov_upper,mov_total,dist_bottom,dist_upper,dist_total,vel_bottom,vel_upper,vel_mean,attempts,last_flux,time_in_last_flux,resistance_index,lt,ls,wt,Kc,sex,blood_sugar,conductivity,pH
1BT96h00506,1,96h_0.5,2020-09-18,11:53:21,0.5,96,0,C,37,227,6.1,231,199,430,2809.42,2561.44,5370.86,12.16,12.87,12.49,1,2,54,2.8,2.9,2.3,0.21,0.00173,f,,100,7.2
1BT96h00507,1,96h_0.5,2020-09-18,12:11:05,0.5,96,0,C,47,282,6,106,331,437,1506.62,4474.55,5981.17,14.21,13.52,13.69,1,6,44,19.4,3.2,2.9,0.28,0.00115,m,343,100,7.2
1BT96h00508,1,96h_0.5,2020-09-18,12:28:37,0.5,96,0,C,15,332,22.1,218,204,422,2225.87,2313.54,4539.41,10.21,11.34,10.76,1,8,40,33.33,3,2.2,0.21,0.00197,f,431,100,7.2
1BT96h00509,1,96h_0.5,2020-09-18,12:45:08,0.5,96,0,E,33,267,8.1,287,140,427,2574.55,1595.19,4169.74,8.97,11.39,9.77,1,8,41,33.47,3.2,2.7,0.25,0.00127,m,361,100,7.2
1BT96h00510,1,96h_0.5,2020-09-18,13:02:34,0.5,96,0,C,35,244,7,304,118,422,2718.57,1411.94,4130.51,8.94,11.97,9.79,1,4,13,6.87,2.9,2.3,0.19,0.00156,f,,100,7.2
1BT96h00511,1,96h_0.5,2020-09-18,13:19:11,0.5,96,435,C,4,35,8.8,28,374,402,343.11,4701.67,5044.78,12.25,12.57,12.55,2,3,41,5.05,3.4,2.6,0.18,0.00102,m,217,100,7.2
1BT96h00512,1,96h_0.5,2020-09-18,13:44:37,0.5,96,0,C,35,234,,238,193,431,3033.71,2548.32,5582.03,12.75,13.2,12.95,1,8,23,31.07,3.1,2.5,0.28,0.00179,f,281,100,7.2
1BT96h00513,1,96h_0.5,2020-09-18,14:01:44,0.5,96,0,C,31,162,5.2,287,158,445,3803.6,2446.82,6250.42,13.25,15.49,14.05,1,10,20,48.33,3.5,2.9,0.34,0.00139,f,126,100,7.2
1BT96h00514,1,96h_0.5,2020-09-18,14:18:50,0.5,96,0,C,20,383,19.2,126,304,430,1856.1,5206.23,7062.33,14.73,17.13,16.42,1,9,10,37.5,3.1,2.5,0.23,0.00147,m,317,100,7.2
1BT96h00515,1,96h_0.5,2020-09-18,14:37:40,0.5,96,0,C,45,269,6,179,265,444,1945.97,2925.4,4871.37,10.87,11.04,10.97,1,4,33,8.2,3,2.5,0.22,0.00141,m,134,100,7.2
1BT96h00516,1,96h_0.5,2020-09-18,14:56:17,0.5,96,0,C,34,243,7.1,230,174,404,2659.11,2306.31,4965.42,11.56,13.25,12.29,1,8,55,35.33,2.8,2.3,0.18,0.00148,f,96,100,7.2
1BT96h01001,1,96h_1.0,2020-09-25,10:51:58,1.0,96,0,C,14,402,28.7,240,187,427,1289.81,1347.26,2637.07,5.37,7.2,6.18,3,5,21,11.75,3.1,2.6,0.25,0.00142,f,74,120,7.8
1BT96h01002,1,96h_1.0,2020-09-25,11:11:50,1.0,96,0,E,1,475,475,334,80,414,2901.87,979.6,3881.47,8.69,12.25,9.38,2,3,52,5.6,3,2.5,0.19,0.00122,f,,120,7.8
1BT96h01003,1,96h_1.0,2020-09-25,11:28:41,1.0,96,0,C,0,480,480,117,281,398,2191.07,4413.8,6604.87,18.73,15.71,16.6,2,7,37,25.32,3.4,2.7,0.33,0.00168,m,150,120,7.8
1BT96h01004,1,96h_1.0,2020-09-25,11:45:34,1.0,96,8,C,8,459,57.4,305,91,396,3482.22,1569.32,5051.54,11.42,17.25,12.76,2,4,37,8.47,3.3,2.7,0.3,0.00152,f,167,120,7.8
1BT96h01005,1,96h_1.0,2020-09-25,12:03:29,1.0,96,0,C,20,83,4.2,235,66,301,1978.45,981.15,2959.6,8.42,14.87,9.83,1,4,5,6.33,3.7,3,0.41,0.00152,m,88,120,7.8
1BT96h01006,1,96h_1.0,2020-09-25,12:20:17,1.0,96,18,C,0,462,462,391,15,406,3724.07,238.32,3962.39,9.52,15.89,9.76,1,6,2,15.2,2.9,2.3,0.18,0.00148,f,210,120,7.8
1BT96h01007,1,96h_1.0,2020-09-25,12:38:05,1.0,96,0,C,21,95,4.5,363,14,377,3986.18,247.17,4233.35,10.98,17.66,11.23,2,4,7,6.47,3.2,2.6,0.24,0.00137,,142,120,7.8
1BT96h01008,1,96h_1.0,2020-09-25,12:55:37,1.0,96,0,C,6,435,72.5,158,200,358,1463.92,1727.32,3191.24,9.27,8.64,8.91,1,4,55,9.67,3,2.5,0.23,0.00147,f,161,120,7.8
1BT96h01009,1,96h_1.0,2020-09-25,13:13:01,1.0,96,0,C,12,445,37.1,276,107,383,3460.77,1660.6,5121.37,12.54,15.52,13.37,1,5,34,12.83,2.9,2.3,0.17,0.0014,m,,120,7.8
1BT96h01010,1,96h_1.0,2020-09-25,13:31:01,1.0,96,0,E,18,400,22.2,372,6,378,3498,204.8,3702.8,9.4,34.13,9.8,3,4,43,8.87,3,2.4,0.21,0.00152,m,242,120,7.8
1BT96h01011,1,96h_1.0,2020-09-25,13:48:39,1.0,96,0,C,32,365,11.4,356,42,398,3147.84,706.37,3854.21,8.84,16.82,9.68,1,8,20,30.67,3.1,2.5,0.27,0.00173,f,256,120,7.8
1BT96h01012,1,96h_1.0,2020-09-25,14:07:08,1.0,96,0,C,8,443,55.4,240,5,245,3473.79,320.74,3794.53,14.47,64.15,15.49,1,4,16,7.07,3.6,2.9,0.38,0.00156,m,100,120,7.8
1BT96h01013,1,96h_1.0,2020-09-25,14:24:05,1.0,96,0,C,36,127,3.5,359,60,419,4067.99,938.15,5006.14,11.33,15.64,11.95,1,4,55,9.67,3.6,3,0.44,0.00163,m,192,120,7.8
1BT96h01014,1,96h_1.0,2020-09-25,14:44:06,1.0,96,0,C,0,480,480,141,121,262,1503.16,2438.78,3941.94,10.66,20.16,15.05,3,8,22,30.93,2.9,2.3,0.19,0.00156,,116,120,7.8
2BT01hCTR01,2,01h_CTR,2021-08-04,11:21:36,0.0,1,0,C,48,148,3.083333333,222,188,410,3275.5,2993.9,6269.4,14.7545045,15.925,15.33975225,,,,,2.6,2,0.18,,m,,120,7.2
2BT01hCTR02,2,01h_CTR,2021-08-04,11:38:36,0.0,1,0,C,30,214,7.133333333,213,162,375,2480.8,2248.4,4729.2,11.64694836,13.87901235,12.76298035,,,,,2.8,2.3,0.23,,f,,120,7.2
2BT01hCTR03,2,01h_CTR,2021-08-04,11:55:34,0.0,1,0,C,0,480,,431,11,442,2266.3,90.1,2356.4,5.258236659,8.190909091,6.724572875,,,,,2.9,2.4,0.24,,f,,120,7.2
2BT01hCTR04,2,01h_CTR,2021-08-04,12:12:40,0.0,1,0,C,9,60,6.666666667,267,139,406,3778.3,2539.4,6317.7,14.15093633,18.26906475,16.21000054,,,,,2.8,2.4,0.22,,m,,120,7.2
2BT01hCTR05,2,01h_CTR,2021-08-04,12:29:30,0.0,1,0,C,34,216,6.352941176,153,237,390,3138.8,4348.9,7487.7,20.51503268,18.34978903,19.43241085,,,,,2.9,2.4,0.18,,f,,120,7.2
2BT01hCTR06,2,01h_CTR,2021-08-04,12:47:08,0.0,1,0,E,20,89,4.45,207,189,396,3927.2,3986.1,7913.3,18.97198068,21.09047619,20.03122843,,,,,3,2.4,0.24,,f,105,120,7.2
2BT01hCTR07,2,01h_CTR,2021-08-04,13:03:45,0.0,1,0,E,25,122,4.88,243,167,410,4643.6,3917.7,8561.3,19.10946502,23.45928144,21.28437323,,,,,2.7,2,0.15,,m,,120,7.2
2BT01hCTR08,2,01h_CTR,2021-08-04,13:21:19,0.0,1,0,E,10,40,4,204,194,398,2595,2286.1,4881.1,12.72058824,11.78402062,12.25230443,,,,,2.5,2,0.15,,m,,120,7.2
2BT01hCTR09,2,01h_CTR,2021-08-04,13:38:02,0.0,1,0,C,23,343,14.91304348,223,199,422,3650.2,3253.5,6903.7,16.36860987,16.34924623,16.35892805,,,,,2.9,2.2,0.22,,f,,120,7.2
2BT01hCTR10,2,01h_CTR,2021-08-04,13:54:56,0.0,1,0,C,9,251,27.88888889,219,218,437,3343.9,3832,7175.9,15.26894977,17.57798165,16.42346571,,,,,2.8,2.2,0.19,,f,257,120,7.2
2BT01hCTR11,2,01h_CTR,2021-08-04,14:12:27,0.0,1,0,C,17,172,10.11764706,209,185,394,3506.5,3620.1,7126.6,16.77751196,19.56810811,18.17281003,,,,,2.9,2.2,0.24,,f,,120,7.2
2BT01hCTR12,2,01h_CTR,2021-08-04,14:30:01,0.0,1,0,C,15,51,3.4,157,256,413,1750.4,2563.5,4313.9,11.14904459,10.01367188,10.58135823,,,,,3,2.3,0.21,,f,201,120,7.2
2BT01hCTR13,2,01h_CTR,2021-08-04,14:47:20,0.0,1,8,C,9,222,24.66666667,342,100,442,2859.7,1207.5,4067.2,8.361695906,12.075,10.21834795,,,,,2.8,2.2,0.21,,f,182,120,7.2
2BT01hCTR14,2,01h_CTR,2021-08-04,15:04:27,0.0,1,0,E,1,3,3,239,161,400,3137.2,2202.7,5339.9,13.12635983,13.68136646,13.40386315,,,,,,,,,,,120,7.2
2BT01hCTR15,2,01h_CTR,2021-08-04,15:20:58,0.0,1,0,E,3,325,108.3333333,240,145,385,4154.2,2616.6,6770.8,17.30916667,18.04551724,17.67734195,,,,,3.1,2.6,0.24,,f,,120,7.2
2BT01hCTR16,2,01h_CTR,2021-08-04,15:37:59,0.0,1,0,C,10,378,37.8,271,171,442,4302.9,3373,7675.9,15.87785978,19.7251462,17.80150299,,,,,3.1,2.8,0.29,,f,,120,7.2
2BT01h00501,2,01h_0.5,2021-08-05,11:00:07,0.5,1,0,C,34,211,6.205882353,298,80,378,3896,1808.2,5704.2,13.0738255,22.6025,17.83816275,,,,,2.8,2.2,0.18,,m,,120,7.5
2BT01h00502,2,01h_0.5,2021-08-05,11:16:24,0.5,1,0,E,0,0,0,335,64,399,4075.4,1077.3,5152.7,12.16537313,16.8328125,14.49909282,,,,,3.1,2.4,0.29,,m,,120,7.5
2BT01h00503,2,01h_0.5,2021-08-05,11:34:23,0.5,1,0,E,54,251,4.648148148,357,0,357,3761.1,0,3761.1,10.53529412,,10.53529412,,,,,2.6,2.2,0.2,,m,,120,7.5
2BT01h00504,2,01h_0.5,2021-08-05,12:08:38,0.5,1,0,E,0,0,0,279,140,419,2899.1,1652.8,4551.9,10.39103943,11.80571429,11.09837686,,,,,2.9,2.2,0.24,,f,,120,7.5
2BT01h00505,2,01h_0.5,2021-08-05,12:24:33,0.5,1,0,E,44,221,5.022727273,304,100,404,3431.7,1408.7,4840.4,11.28848684,14.087,12.68774342,,,,,3,2.5,0.29,,,,120,7.5
2BT01h00506,2,01h_0.5,2021-08-05,12:41:08,0.5,1,0,C,3,465,155,309,105,414,3549.2,1529,5078.2,11.48608414,14.56190476,13.02399445,,,,,2.9,2.2,0.18,,f,,120,7.5
2BT01h00507,2,01h_0.5,2021-08-05,12:57:37,0.5,1,0,C,17,130,7.647058824,340,51,391,3582.17,801.2,4383.37,10.53579412,15.70980392,13.12279902,,,,,2.8,2.2,0.23,,f,,120,7.5
2BT01h00508,2,01h_0.5,2021-08-05,13:14:20,0.5,1,9,E,34,159,4.676470588,17,0,17,405,0,405,23.82352941,,23.82352941,,,,,3,2.5,0.29,,f,,120,7.5
2BT01h00509,2,01h_0.5,2021-08-05,13:30:49,0.5,1,0,C,30,336,11.2,355,89,444,5276,1650.6,6926.6,14.86197183,18.54606742,16.70401962,,,,,2.8,2.1,0.22,,f,,120,7.5
2BT01h00510,2,01h_0.5,2021-08-05,13:37:24,0.5,1,75,C,22,237,10.77272727,71,0,71,776.8,0,776.8,10.94084507,,10.94084507,,,,,2.8,2.1,0.22,,f,158,120,7.5
2BT01h00511,2,01h_0.5,2021-08-05,14:03:57,0.5,1,0,C,26,354,13.61538462,402,0,402,3938.6,0,3938.6,9.797512438,,9.797512438,,,,,3.4,2.7,0.4,,f,,120,7.5
2BT01h00512,2,01h_0.5,2021-08-05,14:21:02,0.5,1,0,C,41,196,4.780487805,221,196,417,3586.8,3083.4,6670.2,16.22986425,15.73163265,15.98074845,,,,,3.2,2.6,0.35,,f,,120,7.5
2BT01h00513,2,01h_0.5,2021-08-05,14:47:02,0.5,1,0,C,54,239,4.425925926,114,0,114,1327.8,0,1327.8,11.64736842,,11.64736842,,,,,3.3,2.6,0.35,,f,,120,7.5
2BT01h00514,2,01h_0.5,2021-08-05,15:03:39,0.5,1,4,C,8,380,47.5,202,223,425,3149.7,3715.5,6865.2,15.59257426,16.66143498,16.12700462,,,,,3.1,2.4,0.27,,m,,120,7.5
2BT01h00515,2,01h_0.5,2021-08-05,15:20:01,0.5,1,0,C,25,248,9.92,372,31,403,5537.4,644,6181.4,14.88548387,20.77419355,17.82983871,,,,,3.2,2.6,0.34,,f,,120,7.5
2BT01h00516,2,01h_0.5,2021-08-05,15:36:13,0.5,1,0,C,0,480,480,401,0,401,5628.4,0,5628.4,14.03591022,,14.03591022,,,,,2.8,2.2,0.22,,m,,120,7.5
2BT01h01001,2,01h_1.0,2021-08-06,10:18:33,1.0,1,10,C,33,288,8.727272727,381,35,416,4221.7,702.25,4923.95,11.08057743,20.06428571,15.57243157,,,,,3.5,2.7,0.31,,m,,120,7.6
2BT01h01002,2,01h_1.0,2021-08-06,10:34:51,1.0,1,0,C,25,96,3.84,380,57,437,3984.3,82,4066.3,10.485,1.438596491,5.961798246,,,,,2.7,2.1,0.23,,m,,120,7.6
2BT01h01003,2,01h_1.0,2021-08-06,10:51:29,1.0,1,0,C,31,222,7.161290323,198,0,198,1519.92,0,1519.92,7.676363636,,7.676363636,,,,,3.6,2.8,0.44,,f,,120,7.6
2BT01h01004,2,01h_1.0,2021-08-06,11:08:22,1.0,1,0,C,12,441,36.75,172,227,399,3817.3,4069.36,7886.66,22.19360465,17.92669604,20.06015034,,,,,2.9,2.1,0.23,,f,285,120,7.6
2BT01h01005,2,01h_1.0,2021-08-06,11:24:50,1.0,1,0,C,30,425,14.16666667,39,373,412,759.19,7406.93,8166.12,19.46641026,19.85772118,19.66206572,,,,,2.6,2.1,0.21,,f,,120,7.6
2BT01h01006,2,01h_1.0,2021-08-06,11:41:11,1.0,1,0,C,125,253,2.024,175,223,398,5482.44,7255.86,12738.3,31.32822857,32.53748879,31.93285868,,,,,3.1,2.4,0.23,,f,,120,7.6
2BT01h01007,2,01h_1.0,2021-08-06,11:58:17,1.0,1,0,E,0,0,,164,0,164,1530.01,0,1530.01,9.329329268,,9.329329268,,,,,3.1,2.6,0.34,,f,346,120,7.6
2BT01h01008,2,01h_1.0,2021-08-06,12:16:17,1.0,1,0,C,13,391,30.07692308,374,0,374,4678.7,0,4678.7,12.50989305,,12.50989305,,,,,2.7,2.1,0.17,,m,,120,7.6
2BT01h01009,2,01h_1.0,2021-08-06,12:33:34,1.0,1,0,C,16,111,6.9375,87,0,87,1009.9,0,1009.9,11.60804598,,11.60804598,,,,,2.8,2.1,0.22,,m,207,120,7.6
2BT01h01010,2,01h_1.0,2021-08-06,12:52:41,1.0,1,11,C,0,480,480,141,121,262,3718.42,3364.37,7082.79,26.37177305,27.80471074,27.0882419,,,,,3,2.3,0.24,,m,,120,7.6
2BT01h01011,2,01h_1.0,2021-08-06,13:09:35,1.0,1,358,C,0,122,122,212,0,212,2672.23,0,2672.23,12.60485849,,12.60485849,,,,,2.8,2.2,0.26,,f,,120,7.6
2BT01h01012,2,01h_1.0,2021-08-06,13:26:07,1.0,1,0,C,28,367,13.10714286,16,2,18,212.99,12.28,225.27,13.311875,6.14,9.7259375,,,,,2.9,2.2,0.21,,f,391,120,7.6
2BT01h01013,2,01h_1.0,2021-08-06,13:42:33,1.0,1,0,C,75,307,4.093333333,108,6,114,2046.04,98.72,2144.76,18.94481481,16.45333333,17.69907407,,,,,3,2.3,0.25,,f,,120,7.6
2BT01h01014,2,01h_1.0,2021-08-06,13:59:03,1.0,1,0,E,53,348,6.566037736,199,130,329,3798.46,3209.37,7007.83,19.08773869,24.68746154,21.88760012,,,,,3.3,2.6,0.34,,f,,120,7.6
2BT01h01015,2,01h_1.0,2021-08-06,14:15:35,1.0,1,0,C,37,134,3.621621622,128,1,129,1544.87,6.52,1551.39,12.06929688,6.52,9.294648438,,,,,2.9,2.4,0.24,,m,,120,7.6
2BT01h01016,2,01h_1.0,2021-08-06,14:32:46,1.0,1,0,C,43,378,8.790697674,272,154,426,4261.34,2821.38,7082.72,15.66669118,18.32064935,16.99367026,,,,,2.6,1.9,0.16,,m,,120,7.6
2BT24hCTR01,2,24h_CTR,2021-08-10,11:31:07,0.0,24,0,C,0,480,480,115,0,115,896.96,0,896.96,7.799652174,,7.799652174,,,,,3,2.4,0.21,,f,,110,7.3
2BT24hCTR02,2,24h_CTR,2021-08-10,11:47:28,0.0,24,0,E,0,0,,229,177,406,3748.24,3390.78,7139.02,16.36786026,19.15694915,17.76240471,,,,,2.7,2.1,0.2,,m,,110,7.3
2BT24hCTR03,2,24h_CTR,2021-08-10,12:04:24,0.0,24,0,E,9,193,21.44444444,286,134,420,3569.95,2226.69,5796.64,12.48234266,16.61708955,14.5497161,,,,,2.9,2.4,0.18,,m,,110,7.3
2BT24hCTR04,2,24h_CTR,2021-08-10,12:21:14,0.0,24,0,C,0,480,480,179,215,394,1846.44,2437.15,4283.59,10.31530726,11.3355814,10.82544433,,,,,2.6,2,0.16,,m,,110,7.3
2BT24hCTR05,2,24h_CTR,2021-08-10,12:37:40,0.0,24,0,C,7,178,25.42857143,85,297,382,2138,5781.3,7919.3,25.15294118,19.46565657,22.30929887,,,,,2.6,2,0.16,,m,,110,7.3
2BT24hCTR06,2,24h_CTR,2021-08-10,12:54:02,0.0,24,0,E,22,214,9.727272727,126,161,287,2175.03,2799.66,4974.69,17.26214286,17.38919255,17.3256677,,,,,2.6,2,0.13,,m,,110,7.3
2BT24hCTR07,2,24h_CTR,2021-08-10,13:11:38,0.0,24,0,C,20,236,11.8,275,154,429,2524.61,1883.11,4407.72,9.1804,12.22798701,10.70419351,,,,,3.1,2.4,0.18,,m,,110,7.3
2BT24hCTR08,2,24h_CTR,2021-08-10,13:29:01,0.0,24,0,E,9,50,5.555555556,179,116,295,2574.8,2227.68,4802.48,14.38435754,19.20413793,16.79424774,,,,,3,2.3,0.2,,f,,110,7.3
2BT24hCTR09,2,24h_CTR,2021-08-10,13:46:06,0.0,24,0,C,25,134,5.36,198,216,414,3384.81,4082.19,7467,17.095,18.89902778,17.99701389,,,,,3.3,2.7,0.32,,f,74,110,7.3
2BT24hCTR10,2,24h_CTR,2021-08-10,14:02:38,0.0,24,0,C,21,305,14.52380952,257,132,389,3328.71,2622.81,5951.52,12.95217899,19.86977273,16.41097586,,,,,2.8,2.1,0.22,,f,,110,7.3
2BT24hCTR11,2,24h_CTR,2021-08-10,14:18:52,0.0,24,0,C,28,248,8.857142857,279,112,391,3322.86,1793.62,5116.48,11.90989247,16.01446429,13.96217838,,,,,2.9,2.1,0.17,,f,,110,7.3
2BT24hCTR12,2,24h_CTR,2021-08-10,14:35:29,0.0,24,0,E,13,78,6,269,126,395,4768.79,2886.98,7655.77,17.72784387,22.91253968,20.32019177,,,,,3.3,2.5,0.26,,m,,110,7.3
2BT24hCTR13,2,24h_CTR,2021-08-10,14:51:50,0.0,24,0,E,36,165,4.583333333,255,158,413,3636.85,3217.16,6854.01,14.26215686,20.36177215,17.31196451,,,,,2.7,2.2,0.21,,f,,110,7.3
2BT24hCTR14,2,24h_CTR,2021-08-10,15:09:13,0.0,24,0,E,22,242,11,168,139,307,2542.46,2168.32,4710.78,15.13369048,15.59942446,15.36655747,,,,,2.7,2.1,0.15,,f,,110,7.3
2BT24hCTR15,2,24h_CTR,2021-08-10,15:25:56,0.0,24,0,C,29,187,6.448275862,139,198,337,2253.66,3457.22,5710.88,16.21338129,17.46070707,16.83704418,,,,,2.9,2.3,0.22,,m,84,110,7.3
2BT24hCTR16,2,24h_CTR,2021-08-10,15:42:25,0.0,24,0,E,1,421,421,143,225,368,2047.62,2672.56,4720.18,14.31902098,11.87804444,13.09853271,,,,,2.6,2,0.15,,f,,110,7.3
2BT24h00501,2,24h_0.5,2021-08-11,10:00:30,0.5,24,13,C,16,444,27.75,,,,,,,,,,,,,,2.5,2,0.17,,m,,110,7.5
2BT24h00502,2,24h_0.5,2021-08-11,10:16:34,0.5,24,7,E,11,397,36.09090909,163,259,,1937,3228,5165,11.88343558,12.46332046,12.17337802,,,,,3.2,2.5,0.38,,f,65,110,7.5
2BT24h00503,2,24h_0.5,2021-08-11,10:35:12,0.5,24,288,C,2,182,91,0,0,0,0,0,0,0,,0,,,,,2.4,1.9,0.15,,m,,110,7.5
2BT24h00504,2,24h_0.5,2021-08-11,10:51:51,0.5,24,8,C,2,421,210.5,0,435,435,0,2636,2636,,6.059770115,6.059770115,,,,,2.6,1.9,0.14,,m,,110,7.5
2BT24h00505,2,24h_0.5,2021-08-11,11:08:24,0.5,24,0,C,1,12,12,0,354,354,0,2930,2930,,8.276836158,8.276836158,,,,,2.7,2.1,0.19,,m,,110,7.5
2BT24h00506,2,24h_0.5,2021-08-11,11:24:50,0.5,24,0,E,0,0,,19,406,425,302,5034,5336,15.89473684,12.39901478,14.14687581,,,,,3,2.4,0.25,,m,,110,7.5
2BT24h00507,2,24h_0.5,2021-08-11,11:41:05,0.5,24,0,C,17,390,22.94117647,34,379,413,395,3612,4007,11.61764706,9.530343008,10.57399503,,,,,2.8,2.3,0.2,,f,,110,7.5
2BT24h00508,2,24h_0.5,2021-08-11,11:57:56,0.5,24,8,E,32,147,4.59375,145,290,435,2401,3975,6376,16.55862069,13.70689655,15.13275862,,,,,3.4,2.7,0.38,,f,75,110,7.5
2BT24h00509,2,24h_0.5,2021-08-11,12:14:22,0.5,24,10,C,0,470,470,0,440,440,0,4763,4763,,10.825,10.825,,,,,2.7,2.1,0.17,,m,,110,7.5
2BT24h00510,2,24h_0.5,2021-08-11,12:31:33,0.5,24,0,C,4,474,118.5,0,440,440,0,4085,4085,,9.284090909,9.284090909,,,,,3.1,2.4,0.27,,f,129,110,7.5
2BT24h00511,2,24h_0.5,2021-08-11,12:47:54,0.5,24,0,E,0,0,,54,318,372,562,2713,3275,10.40740741,8.531446541,9.469426974,,,,,3.1,1.4,0.16,,m,,110,7.5
2BT24h00512,2,24h_0.5,2021-08-11,13:04:10,0.5,24,0,E,10,394,39.4,96,319,415,1045,3650,4695,10.88541667,11.44200627,11.16371147,,,,,2.7,2.1,0.15,,m,,110,7.5
2BT24h00513,2,24h_0.5,2021-08-11,13:20:45,0.5,24,0,E,0,0,,31,246,277,366,2696,3062,11.80645161,10.95934959,11.3829006,,,,,2.8,2.2,0.17,,m,,110,7.5
2BT24h00514,2,24h_0.5,2021-08-11,13:37:14,0.5,24,0,E,13,368,28.30769231,101,342,443,1358,3880,5238,13.44554455,11.34502924,12.3952869,,,,,3.6,2.9,0.46,,f,105,110,7.5
2BT24h00515,2,24h_0.5,2021-08-11,13:53:56,0.5,24,0,C,0,480,480,0,443,443,0,4408,4408,,9.9503386,9.9503386,,,,,2.9,2.2,0.24,,f,,110,7.5
2BT24h00516,2,24h_0.5,2021-08-11,14:10:18,0.5,24,0,C,10,425,42.5,0,350,350,0,3190,3190,,9.114285714,9.114285714,,,,,2.3,1.9,0.16,,m,,110,7.5
2BT24h01001,2,24h_1.0,2021-12-19,12:09:51,1.0,24,0,E,18,116,6.444444444,237,93,330,3415,1794,5209,14.4092827,19.29032258,16.84980264,,,,,3.9,3.6,0.45,,f,,100,7.6
2BT24h01002,2,24h_1.0,2021-12-19,12:28:15,1.0,24,0,C,58,257,4.431034483,416,1,417,4940,24,4964,11.875,24,17.9375,,,,,3.4,2.8,0.37,,f,99,100,7.6
2BT24h01003,2,24h_1.0,2021-12-19,12:45:16,1.0,24,411,C,0,69,69,68,39,107,1042,1045,2087,15.32352941,26.79487179,21.0592006,,,,,3.9,3.2,0.49,,f,85,100,7.6
2BT24h01004,2,24h_1.0,2021-12-19,13:05:33,1.0,24,0,C,55,412,7.490909091,268,57,325,4492,1393,5885,16.76119403,24.43859649,20.59989526,,,,,3.8,3.2,0.39,,m,66,100,7.6
2BT24h01005,2,24h_1.0,2021-12-19,13:22:35,1.0,24,0,E,14,366,26.14285714,370,7,377,3723,101,3824,10.06216216,14.42857143,12.2453668,,,,,3.2,2.6,0.33,,f,205,100,7.6
2BT24h01006,2,24h_1.0,2021-12-19,13:39:12,1.0,24,0,C,39,274,7.025641026,270,144,414,3786,2335,6121,14.02222222,16.21527778,15.11875,,,,,3.5,2.8,0.43,,f,266,100,7.6
2BT24h01007,2,24h_1.0,2021-12-19,13:57:19,1.0,24,0,E,66,398,6.03030303,272,37,309,3100,802,3902,11.39705882,21.67567568,16.53636725,,,,,3.5,2.8,0.37,,m,207,100,7.6
2BT24h01008,2,24h_1.0,2021-12-19,14:14:06,1.0,24,42,C,3,411,137,16,3,19,230,85,315,14.375,28.33333333,21.35416667,,,,,3.2,2.6,0.23,,m,113,100,7.6
2BT24h01009,2,24h_1.0,2021-12-19,14:30:38,1.0,24,0,C,12,355,29.58333333,49,0,49,610,0,610,12.44897959,,12.44897959,,,,,3.3,2.6,0.29,,m,103,100,7.6
2BT24h01010,2,24h_1.0,2021-12-19,14:47:09,1.0,24,0,C,24,290,12.08333333,318,84,402,4041,1774,5815,12.70754717,21.11904762,16.91329739,,,,,3,2.4,0.26,,m,,100,7.6
2BT24h01011,2,24h_1.0,2021-12-19,15:03:40,1.0,24,0,C,36,276,7.666666667,306,84,390,3970,1654,5624,12.97385621,19.69047619,16.3321662,,,,,3.4,2.6,0.26,,m,,100,7.6
2BT24h01012,2,24h_1.0,2021-12-19,15:19:54,1.0,24,0,C,24,400,16.66666667,106,0,106,1537,0,1537,14.5,,14.5,,,,,3.7,3,0.41,,f,60,100,7.6
2BT96hCTR01,2,96h_CTR,2021-08-20,11:58:47,0.0,96,5,C,13,285.8,21.98461538,172,255,427,942,1345,2287,5.476744186,5.274509804,5.375626995,,,,,3,2.3,0.25,,f,,110,7.3
2BT96hCTR02,2,96h_CTR,2021-08-20,12:14:45,0.0,96,0,C,25,278.9,11.156,132,209,341,2528,3740,6268,19.15151515,17.89473684,18.523126,,,,,2.8,2.2,0.18,,m,,110,7.3
2BT96hCTR03,2,96h_CTR,2021-08-20,12:31:07,0.0,96,0,C,17,400.3,23.54705882,163,223,386,5385,6571,11956,33.03680982,29.46636771,31.25158876,,,,,2.9,2.3,0.25,,f,,110,7.3
2BT96hCTR04,2,96h_CTR,2021-08-26,11:39:23,0.0,96,0,E,20,175.3,8.765,136,103,239,1985,1678,3663,14.59558824,16.29126214,15.44342519,,,,,3,2.4,0.25,,m,184,110,7.3
2BT96hCTR05,2,96h_CTR,2021-08-26,11:55:46,0.0,96,0,C,30,193,6.433333333,173,219,392,2129,2799,4928,12.30635838,12.78082192,12.54359015,,,,,2.4,1.9,0.11,,m,,110,7.3
2BT96hCTR06,2,96h_CTR,2021-08-26,12:15:18,0.0,96,0,C,19,173.3,9.121052632,212,210,422,3068,3590,6658,14.47169811,17.0952381,15.7834681,,,,,3,2.2,0.18,,f,,110,7.3
2BT96hCTR07,2,96h_CTR,2021-08-26,12:32:02,0.0,96,9,C,30,162.05,5.401666667,349,72,421,3378,1022,4400,9.679083095,14.19444444,11.93676377,,,,,3,2.3,0.25,,f,223,110,7.3
2BT96hCTR08,2,96h_CTR,2021-08-26,12:48:12,0.0,96,0,E,18,45.3,2.516666667,231,122,353,2780,1971,4751,12.03463203,16.1557377,14.09518487,,,,,2.6,2.1,0.16,,m,,110,7.3
