fish_id,treatment,exposure,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
1BT01hCTR01,0.0,1,-2.7900046301898076,1.060602215722825,-0.3533712298113408,-1.2757621548090934,-1.3876822804252085,-0.855674311416036,0.6260855785701991,0.3094366772635432,0.43629082428152227,-0.04342130161024888,0.9704507609415429,1.0500300923386732,-0.057927842040799836,0.028016703339673828
1BT01hCTR02,0.0,1,-4.799339666217361,0.37427121352393516,0.21760757326714344,-0.9912696487796026,1.05471103804643,0.5692068028962373,0.2394641236192956,-0.6149733053186993,0.7519357261816425,0.7912898012389011,-1.218145339820767,0.46388906768676663,-0.11900411775057132,-0.04668191820306788
1BT01hCTR03,0.0,1,2.1592763077330974,0.11306943154523456,-0.3478008902799438,-0.34189376314752834,-0.8629754652316679,0.4496718340100579,1.636714358807011,0.4017911846818499,0.7148091327000914,1.5260237623261266,0.12490199411341923,-0.8203051643282941,-0.0005515984461312313,-0.043614063663155116
1BT01hCTR04,0.0,1,1.3611650186708053,-0.43144593594490765,-0.6524029753593369,-1.0316290609302645,-0.05611077603940413,1.1909340083852094,0.9922834687345548,1.0050533030631172,1.4814062210683576,-0.24364777722446448,0.07328604092906221,-0.8921966892765408,-0.22343344528001924,0.018361659446443863
1BT01hCTR05,0.0,1,1.1628887224763944,0.5184462546431983,-0.3329383355398121,-0.4170814503619189,-0.14864085126614343,-0.6579753920533195,-0.35282731959991054,-0.16519190661677516,1.26154134998206,0.2334411153484026,-0.004132317864669302,-0.7341339111825427,0.003560341148578831,0.1965012172577317
1BT01hCTR06,0.0,1,0.13790246372746343,-0.701058692746059,-0.7995875264797211,0.3699967657113656,-1.2793108189064821,1.591710246166529,-0.4177001428177366,0.3446183190188572,1.18925504337349,0.5110584599571195,0.5266205732540185,0.3726220042430489,-0.09350022300666977,0.0806095344133424
1BT01hCTR07,0.0,1,-2.0783699062436813,-3.906575917738146,0.40550147706010725,1.6257337950938326,1.6517354354037799,-1.1208579244932704,0.7573564212534216,0.13832861091044116,-0.740902072878033,2.083414164400405,-0.151357605348931,0.03018497475652953,-0.5084579788213682,-0.015539231608058493
1BT01hCTR08,0.0,1,-0.23613822560585307,-1.3711509859135083,0.39742019373151943,-1.2589092403741393,-0.08289528370123002,-0.7376215087219411,0.19081732223511222,-0.27468043691570904,0.43053184538648037,-0.6111382766790929,1.0785921686373625,-0.008439893033555157,-0.16939093446328454,0.057759514993151816
1BT01hCTR09,0.0,1,-2.3687403328281853,-1.772552741209936,-1.597837679358288,-0.028836679785255195,1.2437566109700287,0.12069332859130093,-0.8683223652307173,0.15691637552418802,-0.8323179985252722,-0.4305549963002987,-0.28054439132493103,-0.33025696549909367,-0.35514661132524933,-0.05703332600339074
1BT01hCTR10,0.0,1,1.545667934452522,-1.8486536310225101,1.9118257763473145,-0.1597993156654293,-0.29590993372127533,-1.7465283559575038,-0.9233584219392069,-1.4672779734994656,0.09297301747601597,-0.7645474523074431,0.1760445998141306,-0.15627471097672266,-0.004024552576965501,-0.2967721122138538
1BT01hCTR11,0.0,1,2.1779149868783216,-0.5332819770954509,0.774938979031777,0.006273101042618997,1.7036918233404637,-1.171560676338106,-1.0243459837823516,-1.7257065159300604,-0.35115992261315093,-0.8680887986371705,0.145784003042697,-0.22691077585359337,0.11288825604288763,0.06852988899130083
1BT01hCTR12,0.0,1,-2.881443150539964,-2.577961374093794,-0.22362671616177188,-1.0666620298820662,-0.7000457123619166,0.6063356713493391,1.4163426333612446,-0.5043631409684779,0.1352568458385416,0.3442258359306963,-1.2945282208233473,-1.3542685395768257,0.11429454154870874,0.1376369468658258
1BT01hCTR13,0.0,1,0.6348828735735347,-0.2437698253402332,0.003641766491951796,-0.888779483640553,0.24383376253385725,-1.2025593205978535,-0.22550279892181882,0.09148409826962835,0.16076346895435648,-0.4965341520705428,0.29446997037992206,-0.4038880446560717,-0.057845629418444976,0.134893004220323
1BT01hCTR14,0.0,1,0.17015045272174667,0.40365267105217606,-0.7342125895828717,-0.9350951162699717,0.5057991517895538,-1.454228179746936,0.0390496387733494,0.34747208771789573,-0.10865215856657169,-0.29072549450526836,0.5546374051557063,-0.40930311131597863,-0.014773479969592806,0.14478035994645772
1BT01h00501,0.5,1,0.37289816319518915,-1.5428344022807026,-0.8695707324908971,0.1409927128381261,-0.09277454490480773,1.6954354537816876,-0.26665910080458616,0.39156491961360085,0.37818879864195293,-0.37077083533473054,0.7585517040540567,0.29019794565484336,-0.157146146541743,0.02457257709388687
1BT01h00502,0.5,1,1.2618990801422416,-0.4094178618535722,-1.3638365930326544,-0.4594635743081356,-1.069716961576176,0.9504411389451323,-0.23421886633240954,0.6947722717332674,-0.1201141560879361,1.3443654857067342,0.6734280931868293,-0.22054775048597394,-0.008142258799658735,0.0392857595901269
1BT01h00503,0.5,1,0.4049178258478396,-0.23222838739779889,-1.2293558337656738,0.9627945251329243,0.09233618334131954,-0.10464521823746191,-0.4029106137803827,0.9453225247197155,-0.40031431310157084,0.14946806437933277,0.32588424335733857,0.1734393217067192,0.006734608017269109,0.0932658717724648
1BT01h00504,0.5,1,1.217353083803854,-0.016864630295448765,-0.0366375889816751,-2.4547370422188015,0.8431637593661482,-0.2799624057075409,0.2595069868912373,0.7099413470704705,0.40003891163963123,1.1662773226157217,0.7218851684721378,-0.09462682481669889,-0.08225897574642894,0.017137001781788855
1BT01h00505,0.5,1,-0.26843643948352025,-1.949803868664519,0.8116190940887965,0.5976762536920719,1.199340548202278,0.5000720045834608,1.8060166415425085,-0.24692397114677278,0.590773007081301,0.3141832226021892,-0.29331034708464554,-0.05806260603397877,-0.390423222365211,-0.04549533469958571
1BT01h00506,0.5,1,1.1502595041659627,0.8910678784499796,0.6110965976579026,-1.400692533317942,1.137144061903521,-1.2482874336883962,-0.5936328918530128,0.905552408035824,-0.07959728157063375,-0.1234040782179332,-0.19385601295361146,0.4458960266365599,0.07054682607071858,0.09883525040959243
1BT01h00507,0.5,1,-1.2479556512596377,-0.2537854344804948,-1.694581162093869,1.6698629734420114,-0.4641550416258746,-0.5144649465121559,-0.27822465660407447,0.7979344418538155,-0.7930728822377157,-0.5603784035376621,-0.3341685755406439,-0.15861613106343977,-0.07640057988695619,-0.12717701737540657
1BT01h00508,0.5,1,-4.8126652838398645,-3.6640372007157183,-0.8880519339119046,-0.4857585080330369,0.03841986970961885,-0.6636931720448478,-0.6978654098717416,-0.01762420372789675,-1.036373646824644,-0.10280783337337408,-0.6939857902009248,-0.6147618267101894,0.8609961553170534,0.09550065585148813
1BT01h00509,0.5,1,-3.7629844882662726,-4.588834411522606,-0.030162679434199435,-0.46541690416569387,0.10116678925226576,0.46808290904363486,-0.5353951835320375,0.13876473572220932,-0.14084954426324459,-0.16013336730260053,-0.9033002175692859,-0.5604105102631721,0.7628480441282587,0.10568118156501638
1BT01h00510,0.5,1,-3.7402746031585514,-2.8562223280701082,3.2820610449181,-2.5488649495474083,1.3894904805064863,1.6555499969707586,0.6727571495065489,1.1069120006028288,0.3150427970873776,0.346836324744075,-0.7212096811791167,0.2096514076425853,0.7955260456245724,-0.16231449942709303
1BT01h00511,0.5,1,0.0081445718267573,-0.971970084578697,-0.5887123435352593,3.051099359786687,0.06021925700363329,-0.0568126162644155,0.201627131548921,0.5929853968218656,1.10919879031152,0.0371351611897942,0.607244898180162,0.5095347945182478,-0.025680442210546963,0.15524469542512792
1BT01h00512,0.5,1,1.21159769375955,-0.9898277060216312,-0.21955863670446185,-0.12134377748036877,-0.5748648059163407,-0.08033421698707138,-1.2529457099884034,1.4108304065903248,0.25532593728492886,0.11733863507202834,0.07268544117037071,0.04375260456668806,-0.09620892666067549,-0.05103716435501716
1BT01h00513,0.5,1,1.7532720123048047,-0.9374588699477042,-0.36119276444946524,0.9213830189502158,-0.7825538692081684,1.5929417496338474,-0.5270110716942739,0.2687667470948055,0.27803374773230327,-0.22404332955826606,-0.14761570849399494,0.11128555775003936,0.0003327972585889209,-0.0718852990117655
1BT01h00514,0.5,1,1.2851852684683023,0.0134480697359082,0.2736659681408077,-0.6825020331306286,-1.066323767290209,-1.0708088044357051,0.05959378820029534,-0.11225171201230523,0.08082637139768874,0.14372331726880286,0.08691234935697509,-0.48141954266845854,0.0467529448878086,0.053050550764703976
1BT01h00515,0.5,1,1.4494173856719057,0.11081660653121761,0.38754227411800307,-1.377943281901151,0.49576334524322485,-0.7987714264047392,-0.20531302864693088,0.5115213673259329,0.21799423963606873,0.43189863506195025,-0.24918996603144775,-0.30523857437430735,-0.07572457609496047,0.02741383746605872
1BT01h01001,1.0,1,0.5668584090166434,1.2006602489747964,1.9322341254926385,-0.23523129376718252,0.6888936824210876,-1.19208251593218,-0.9701599990988431,0.9577166883708647,-0.6363961489729799,-0.5165636373122618,-1.744578757488002,0.051842864760813366,-0.2006621675124405,0.05861089076411038
1BT01h01002,1.0,1,-0.7509581074548315,3.5604829466562955,-1.8689353588426623,1.3229797323713455,2.428055746301847,0.859639957164068,-1.1535657439565894,-2.5805252789639805,2.7915658604847113,0.20454076506125657,-0.006437309161161633,0.333421913547623,0.3224411237768401,-0.06911881511537318
1BT01h01003,1.0,1,0.6268575428569382,-0.4571217022908424,0.08534562422520878,-0.004751343640510364,0.3841139394539817,0.904738007869128,0.9585086074661925,-0.7059808403037698,0.3913989288447553,-0.7661441660991303,0.3170877708454336,0.12649924214671576,-0.038600441520826416,0.09575969955381376
1BT01h01004,1.0,1,1.2163459650743982,1.2579208463199274,-1.8105814392925343,0.9827384345269619,2.5741281902592714,-0.5044403242220785,-0.6116884131125856,2.852028748148501,-0.12541881828555668,0.2957331483803482,-0.2174193449663483,0.2914478355709491,0.08849781135806704,-0.2526181998223658
1BT01h01005,1.0,1,-2.255692571930062,-2.6501427891366225,0.06988109323633036,0.6713681134503007,0.40298192914921743,2.1791685723729586,-0.5551624945906086,-0.7408252025015699,0.5249271141981559,0.48615206998427823,-1.4757762373899956,-0.1696293719162189,-0.6604850643605453,0.0687369060126776
1BT01h01006,1.0,1,0.16332270818789807,1.7718808369314343,-1.5954044134083956,-0.2273410882396142,0.12908066352161662,-1.584572115057173,0.034939412289867765,-0.5143534802024473,-1.1029438685137722,-0.17439436173394768,-0.06400014339459824,-0.7280793423591486,0.16707161567553588,-0.07394501230714154
1BT01h01007,1.0,1,0.19280298552440392,-0.674977149449808,-1.577728263977472,1.0945115870119406,1.969503957110924,0.6512940700575321,-1.2734718394877511,-0.4534698944781304,-0.5870355179348989,-1.5583907725067936,0.35646104169538484,0.20175072539790492,-0.05097903247779694,0.1059776253694838
1BT01h01008,1.0,1,-1.7684884683031021,0.8679750686089666,-1.214142844686242,-1.001351919695562,1.296129358343207,-0.29483644375459206,0.5986079467566844,-0.41146847751799986,-0.7049202776328876,-1.106514400012952,1.1186599071444132,0.6144056888426552,0.04387135257846328,-0.32236417079245255
1BT01h01009,1.0,1,2.2751675641886107,0.8246220821338961,-1.0527905484251814,-0.23439672385904062,-0.12501989828811785,0.3352735901762831,-0.9353193013210513,0.18447051489475852,-1.0254383789214288,1.6960934387161464,0.1993084790434208,0.20036485413630808,0.2590245757448083,0.09421389906570625
