reporting_file,full_path,exists,status,size_bytes,modified_time,md5
tables/Table_01_dataset_qc_summary.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_01_dataset_qc_summary.csv,TRUE,present,78,2026-06-27 12:51:51.616856,c4c746629626fa8bcbb759cbf00fc78d
tables/Table_02_endpoint_registry.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_02_endpoint_registry.csv,TRUE,present,5546,2026-06-27 12:51:51.748501,cb2a25b92b5cb973fb8addac4795a783
tables/Table_03_descriptive_statistics.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_03_descriptive_statistics.csv,TRUE,present,28592,2026-06-27 12:51:52.630196,9de69708f298bc121fde68d96fa24b7d
tables/Table_04_ethanol_endpoint_models.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_04_ethanol_endpoint_models.csv,TRUE,present,16270,2026-06-27 12:51:52.826202,21ba723ced9d288f1e61888c21e19535
tables/Table_05_battery_context_summary.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_05_battery_context_summary.csv,TRUE,present,61955,2026-06-27 12:51:53.112326,94b850e9b8f82d02d8472eb220a14dd8
tables/Table_06_pca_summary.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_06_pca_summary.csv,TRUE,present,8747,2026-06-27 12:51:53.368809,12b8577b8432470140904336e78f17b5
tables/Table_07_robustness_summary.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/tables/Table_07_robustness_summary.csv,TRUE,present,4690,2026-06-27 12:51:53.613932,6387da6d0e3b879d34d74a2ead807c0d
logs/07_reporting_manifest.csv,C:/Users/caiqu/OneDrive/Documents/Masters/zebrafish_testbattery_repo_ClaudeCopy/outputs/reporting/logs/07_reporting_manifest.csv,TRUE,present,3733,2026-06-27 12:52:07.053371,897b1831796412e98fe27c672e094727
