"source_row_index","fish_id","battery_suite","battery","group_raw","group","treatment","exposure","date_raw","start_time_raw","datetime_raw","datetime","datetime_parse_method","datetime_parse_failed_flag","first_choice_raw","first_choice","first_choice_clean","first_choice_binary","first_choice_valid_binary","no_choice_flag","first_choice_nonbinary_flag","date","start_time","latency","num_changes","time_bright","mtpc","mov_bottom","mov_upper","mov_total","dist_bottom","dist_upper","dist_total","vel_bottom","vel_upper","vel_mean","attempts","last_flux","time_in_last_flux","resistance_index","lt","ls","wt","Kc","sex","blood_sugar","conductivity","pH","sex_raw","stratum_pref","ldt_present_flag","ntt_present_flag","endurance_present_flag","first_choice_exclusion_reason","blood_sugar_missing_flag","sex_missing_flag","ldt_time_bright_gt_480_flag","ldt_time_bright_gt_600_flag","ntt_mov_total_gt_480_flag","zero_motion_flag","low_motion_flag","impossible_value_flag","tracking_failure_flag","missing_critical_field_flag","distance_outlier_flag","manual_review_flag","global_exclusion_flag","global_exclusion_reason"
138,"2BT01hCTR01",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","11:21:36","2021-08-04 11:21:36","2021-08-04 11:21:36","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","11:21:36",0,48,148,3.08333333333333,222,188,410,3275.5,2993.9,6269.4,14.7545045045045,15.925,15.2912195121951,NA,NA,NA,NA,2.6,2,0.18,2.25,"male",NA,120,7.2,"m",45.8536585365854,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
139,"2BT01hCTR02",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","11:38:36","2021-08-04 11:38:36","2021-08-04 11:38:36","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","11:38:36",0,30,214,7.13333333333333,213,162,375,2480.8,2248.4,4729.2,11.6469483568075,13.879012345679,12.6112,NA,NA,NA,NA,2.8,2.3,0.23,1.89035916824197,"female",NA,120,7.2,"f",43.2,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
140,"2BT01hCTR03",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","11:55:34","2021-08-04 11:55:34","2021-08-04 11:55:34","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","11:55:34",0,0,480,480,431,11,442,2266.3,90.1,2356.4,5.25823665893271,8.19090909090909,5.33122171945701,NA,NA,NA,NA,2.9,2.4,0.24,1.73611111111111,"female",NA,120,7.2,"f",2.48868778280543,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
141,"2BT01hCTR04",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","12:12:40","2021-08-04 12:12:40","2021-08-04 12:12:40","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","12:12:40",0,9,60,6.66666666666667,267,139,406,3778.3,2539.4,6317.7,14.150936329588,18.2690647482014,15.5608374384236,NA,NA,NA,NA,2.8,2.4,0.22,1.59143518518519,"male",NA,120,7.2,"m",34.2364532019704,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
142,"2BT01hCTR05",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","12:29:30","2021-08-04 12:29:30","2021-08-04 12:29:30","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","12:29:30",0,34,216,6.35294117647059,153,237,390,3138.8,4348.9,7487.7,20.5150326797386,18.3497890295359,19.1992307692308,NA,NA,NA,NA,2.9,2.4,0.18,1.30208333333333,"female",NA,120,7.2,"f",60.7692307692308,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
143,"2BT01hCTR06",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","12:47:08","2021-08-04 12:47:08","2021-08-04 12:47:08","standard","False","E","dark","dark",0,"True","False","False","2021-08-04","12:47:08",0,20,89,4.45,207,189,396,3927.2,3986.1,7913.3,18.9719806763285,21.0904761904762,19.9830808080808,NA,NA,NA,NA,3,2.4,0.24,1.73611111111111,"female",105,120,7.2,"f",47.7272727272727,"True","True","False","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
144,"2BT01hCTR07",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","13:03:45","2021-08-04 13:03:45","2021-08-04 13:03:45","standard","False","E","dark","dark",0,"True","False","False","2021-08-04","13:03:45",0,25,122,4.88,243,167,410,4643.6,3917.7,8561.3,19.1094650205761,23.4592814371257,20.8812195121951,NA,NA,NA,NA,2.7,2,0.15,1.875,"male",NA,120,7.2,"m",40.7317073170732,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
145,"2BT01hCTR08",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","13:21:19","2021-08-04 13:21:19","2021-08-04 13:21:19","standard","False","E","dark","dark",0,"True","False","False","2021-08-04","13:21:19",0,10,40,4,204,194,398,2595,2286.1,4881.1,12.7205882352941,11.7840206185567,12.2640703517588,NA,NA,NA,NA,2.5,2,0.15,1.875,"male",NA,120,7.2,"m",48.7437185929648,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
146,"2BT01hCTR09",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","13:38:02","2021-08-04 13:38:02","2021-08-04 13:38:02","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","13:38:02",0,23,343,14.9130434782609,223,199,422,3650.2,3253.5,6903.7,16.3686098654709,16.3492462311558,16.3594786729858,NA,NA,NA,NA,2.9,2.2,0.22,2.06611570247934,"female",NA,120,7.2,"f",47.1563981042654,"True","True","False","","True","False","False","False","False","False","False","False","False","False","False","False","False",NA
147,"2BT01hCTR10",2,"BT2","01h_CTR","01h 0.0%",0,1,"2021-08-04","13:54:56","2021-08-04 13:54:56","2021-08-04 13:54:56","standard","False","C","bright","bright",1,"True","False","False","2021-08-04","13:54:56",0,9,251,27.8888888888889,219,218,437,3343.9,3832,7175.9,15.2689497716895,17.5779816513761,16.420823798627,NA,NA,NA,NA,2.8,2.2,0.19,1.78437265214125,"female",257,120,7.2,"f",49.8855835240275,"True","True","False","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
