"source_row_index","fish_id","battery_suite","battery","group_raw","group","treatment","exposure","date_raw","start_time_raw","datetime_raw","datetime","datetime_parse_method","datetime_parse_failed_flag","first_choice_raw","first_choice","first_choice_clean","first_choice_binary","first_choice_valid_binary","no_choice_flag","first_choice_nonbinary_flag","date","start_time","latency","num_changes","time_bright","mtpc","mov_bottom","mov_upper","mov_total","dist_bottom","dist_upper","dist_total","vel_bottom","vel_upper","vel_mean","attempts","last_flux","time_in_last_flux","resistance_index","lt","ls","wt","Kc","sex","blood_sugar","conductivity","pH","sex_raw","stratum_pref","ldt_present_flag","ntt_present_flag","endurance_present_flag","first_choice_exclusion_reason","blood_sugar_missing_flag","sex_missing_flag","ldt_time_bright_gt_480_flag","ldt_time_bright_gt_600_flag","ntt_mov_total_gt_480_flag","zero_motion_flag","low_motion_flag","impossible_value_flag","tracking_failure_flag","missing_critical_field_flag","distance_outlier_flag","manual_review_flag","global_exclusion_flag","global_exclusion_reason"
0,"1BT01hCTR01",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","08:52:05 ","2020-07-21 08:52:05","2020-07-21 08:52:05","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","08:52:05 ",0,23,402,17.4782608695652,370,84,454,1344,399,1743,3.63243243243243,4.75,3.83920704845815,2,4,17,7.13333333333333,4.2,3.4,0.49,1.24669244860574,"",NA,80,7.2,"",18.5022026431718,"True","True","True","","True","True","False","False","False","False","False","False","False","False","False","False","False",NA
1,"1BT01hCTR02",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","09:09:30 ","2020-07-21 09:09:30","2020-07-21 09:09:30","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","09:09:30 ",0,7,421,60.1428571428571,87,0,87,723.1,0,723.1,8.31149425287356,0,8.31149425287356,3,3,17,3.85,3.6,2.8,0.37,1.68549562682216,"",95,80,7.2,"",0,"True","True","True","","False","True","False","False","False","False","False","False","False","False","False","False","False",NA
2,"1BT01hCTR03",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","09:30:15 ","2020-07-21 09:30:15","2020-07-21 09:30:15","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","09:30:15 ",81,66,202,3.06060606060606,257,172,429,3492.8,2325.5,5818.3,13.5906614785992,13.5203488372093,13.5624708624709,1,9,52,43.8,4,3.2,0.51,1.556396484375,"",NA,80,7.2,"",40.0932400932401,"True","True","True","","True","True","False","False","False","False","False","False","False","False","False","False","False",NA
3,"1BT01hCTR04",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","09:50:12 ","2020-07-21 09:50:12","2020-07-21 09:50:12","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","09:50:12 ",0,52,151,2.90384615384615,262,180,442,2653,1832.2,4485.2,10.1259541984733,10.1788888888889,10.1475113122172,1,8,52,34.9333333333333,3.3,2.5,0.32,2.048,"",119,80,7.2,"",40.7239819004525,"True","True","True","","False","True","False","False","False","False","False","False","False","False","False","False","False",NA
4,"1BT01hCTR05",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","10:10:35 ","2020-07-21 10:10:35","2020-07-21 10:10:35","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","10:10:35 ",0,40,110,2.75,196,250,446,2504.6,3333.7,5838.3,12.7785714285714,13.3348,13.0903587443946,2,8,27,31.6,3.8,3,0.44,1.62962962962963,"male",197,80,7.2,"m",56.0538116591928,"True","True","True","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
5,"1BT01hCTR06",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","10:28:41 ","2020-07-21 10:28:41","2020-07-21 10:28:41","standard","False","E","dark","dark",0,"True","False","False","2020-07-21","10:28:41 ",0,35,183,5.22857142857143,343,102,445,2950.7,1080.7,4031.4,8.60262390670554,10.5950980392157,9.05932584269663,2,8,55,35.3333333333333,3.8,3,0.45,1.66666666666667,"",NA,80,7.2,"",22.9213483146067,"True","True","True","","True","True","False","False","False","False","False","False","False","False","False","False","False",NA
6,"1BT01hCTR07",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","10:47:40 ","2020-07-21 10:47:40","2020-07-21 10:47:40","standard","False","E","dark","dark",0,"True","False","False","2020-07-21","10:47:40 ",259,11,40,3.63636363636364,84,4,88,900,50.2,950.2,10.7142857142857,12.55,10.7977272727273,1,9,2,36.3,3.3,3,0.45,1.66666666666667,"female",223,80,7.2,"f",4.54545454545455,"True","True","True","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
7,"1BT01hCTR08",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","11:06:15 ","2020-07-21 11:06:15","2020-07-21 11:06:15","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","11:06:15 ",0,21,123,5.85714285714286,353,86,439,2520.2,744.1,3264.3,7.13937677053824,8.65232558139535,7.43576309794989,1,9,10,37.5,3.4,2.7,0.33,1.6765736930346,"male",187,80,7.2,"m",19.5899772209567,"True","True","True","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
8,"1BT01hCTR09",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","11:25:40 ","2020-07-21 11:25:40","2020-07-21 11:25:40","standard","False","E","dark","dark",0,"True","False","False","2020-07-21","11:25:40 ",0,11,42,3.81818181818182,187,28,215,1903.5,287.3,2190.8,10.1791443850267,10.2607142857143,10.1897674418605,1,4,10,6.66666666666667,3.9,3.1,0.55,1.84619515961196,"male",133,80,7.2,"m",13.0232558139535,"True","True","True","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
9,"1BT01hCTR10",1,"BT1","1h_CTR","01h 0.0%",0,1,"2020-07-21","11:45:10 ","2020-07-21 11:45:10","2020-07-21 11:45:10","standard","False","C","bright","bright",1,"True","False","False","2020-07-21","11:45:10 ",0,0,0,0,220,197,417,2988.5,2344.9,5333.4,13.5840909090909,11.9030456852792,12.789928057554,1,12,5,67,3.6,3,0.39,1.44444444444444,"male",163,80,7.2,"m",47.242206235012,"True","True","True","","False","False","False","False","False","False","False","False","False","False","False","False","False",NA
